enrollment_id,student_id,course_id,enrollment_date,grade
2152,5202,4818,2023-02-16,B
2153,4399,8081,2023-04-03,A
2154,7370,1451,2023-06-18,A
2155,1398,2894,2023-12-13,A
2156,2602,4955,2023-04-12,B
2157,8971,4930,2023-03-15,A
2158,6259,9611,2023-01-18,B
2159,9942,7045,2023-06-08,B
2160,3089,7874,2023-12-19,B
2161,4162,126,2023-02-28,A
2162,7271,5334,2023-06-28,B
2163,6810,9222,2023-05-29,A
2164,6601,822,2023-07-18,B
2165,2402,4816,2023-04-16,B
2166,8965,5074,2023-02-16,B
2167,361,328,2023-12-02,A
2168,7383,1478,2023-06-14,A
2169,3089,159,2023-10-28,B
2170,1241,4709,2022-12-29,A
2171,5449,2294,2023-06-19,B
2172,8269,5163,2023-11-16,B
2173,4696,4850,2023-12-17,B
2174,814,5291,2023-07-29,A
2175,8839,1676,2023-10-16,A
2176,5811,6215,2023-08-12,B
2177,6917,5875,2023-02-11,B
2178,1644,1707,2023-08-13,A
2179,3623,9458,2023-05-02,A
2180,9364,5647,2023-12-17,A
2181,8414,767,2023-02-12,A
2182,7499,5530,2023-06-18,B
2183,376,4382,2023-11-24,A
2184,1484,5122,2023-11-10,A
2185,8585,1695,2023-09-14,B
2186,4367,6324,2023-02-15,A
2187,2480,1582,2023-12-05,B
2188,6652,418,2023-10-06,B
2189,686,5176,2023-08-05,A
2190,6430,1412,2023-03-14,A
2191,9750,4914,2023-06-11,A
2192,3319,1028,2023-06-16,A
2193,8548,4286,2023-05-25,B
2194,2976,6679,2023-07-12,A
2195,8097,3583,2023-08-12,B
2196,5997,7861,2023-11-04,A
2197,1021,6123,2023-03-22,B
2198,4266,3179,2023-08-31,B
2199,439,4357,2023-12-05,B
2200,4947,6921,2022-12-31,B
2201,1032,960,2023-10-21,B
2202,3071,8446,2023-09-03,B
2203,9667,9105,2023-04-28,B
2204,6944,8809,2023-08-27,B
2205,8519,3701,2023-09-06,A
2206,9331,5752,2023-11-25,B
2207,557,3070,2023-08-10,B
2208,4905,6958,2023-12-20,B
2209,7233,7692,2023-04-20,A
2210,3384,4718,2023-08-19,A
2211,4809,4977,2023-12-06,B
2212,5361,4766,2023-03-15,A
2213,8964,1495,2023-12-01,B
2214,352,6502,2023-10-31,B
2215,4428,8866,2023-11-14,B
2216,40,4292,2023-11-04,A
2217,5031,3729,2023-08-15,B
2218,2227,1402,2023-12-11,B
2219,6186,8629,2023-07-08,B
2220,1416,5980,2023-05-30,A
2221,4611,2116,2023-04-20,B
2222,6688,1284,2023-05-05,B
2223,505,8785,2023-09-25,B
2224,1278,9282,2023-09-20,B
2225,7399,1922,2023-03-27,A
2226,4212,7191,2023-08-23,B
2227,5122,565,2023-03-25,B
2228,5642,1394,2023-12-21,B
2229,105,2377,2023-10-26,A
2230,8915,2395,2023-06-15,B
2231,9128,8751,2023-05-04,B
2232,8825,7367,2023-12-09,B
2233,7403,7926,2023-03-27,A
2234,4309,1606,2023-06-19,A
2235,8161,8725,2023-01-23,B
2236,235,2576,2023-10-04,A
2237,9230,6695,2023-05-25,B
2238,6820,7594,2023-03-23,A
2239,1358,2452,2023-02-27,A
2240,3270,5656,2023-02-16,B
2241,1525,1460,2023-09-14,B
2242,8025,2405,2023-03-07,A
2243,8843,6596,2023-05-01,A
2244,3007,7614,2023-01-26,A
2245,4911,7317,2023-10-16,B
2246,918,2710,2023-11-23,B
2247,6872,6801,2023-08-21,B
2248,2536,3057,2023-03-17,B
2249,3073,7699,2023-01-18,A
2250,8556,2951,2023-01-25,B
2251,5617,8360,2023-06-25,B
2252,3465,8336,2023-11-06,A
2253,3251,1987,2023-12-16,A
2254,4211,6200,2023-02-20,A
2255,1048,5553,2023-07-07,B
2256,8313,2265,2023-05-04,B
2257,6451,6892,2023-06-19,A
2258,9028,526,2023-06-03,B
2259,4100,2058,2023-03-06,A
2260,4863,3020,2023-12-04,A
2261,5912,9096,2023-03-15,A
2262,3863,5065,2023-08-08,A
2263,6137,283,2023-09-04,A
2264,1840,6689,2023-03-08,B
2265,3983,1260,2023-07-17,B
2266,6863,362,2023-11-08,B
2267,1420,2048,2023-05-18,A
2268,838,2921,2023-10-07,A
2269,2164,5759,2023-09-29,A
2270,4277,8672,2023-12-03,B
2271,1562,7921,2023-06-26,A
2272,9357,4320,2023-08-16,A
2273,2825,76,2023-10-14,B
2274,744,5845,2023-04-11,B
2275,6157,8504,2023-07-28,A
2276,1462,3150,2023-11-03,B
2277,2693,1397,2023-01-31,A
2278,5000,3968,2023-06-29,A
2279,6881,7571,2023-04-03,A
2280,5075,5350,2023-10-28,A
2281,3253,1571,2023-03-02,B
2282,4519,5313,2023-09-04,B
2283,6418,4830,2023-06-27,B
2284,5264,6349,2023-05-19,A
2285,5697,6355,2023-07-05,A
2286,7691,5410,2023-07-30,A
2287,6343,750,2023-07-03,A
2288,2552,8735,2023-05-17,A
2289,1357,5141,2023-10-24,A
2290,8780,5696,2023-10-06,A
2291,1564,7036,2023-12-05,A
2292,5174,1889,2023-08-01,A
2293,7939,7872,2023-06-03,A
2294,3878,7082,2023-08-07,B
2295,6812,1178,2023-06-07,A
2296,2281,221,2023-07-20,A
2297,443,275,2023-12-21,B
2298,6941,6451,2023-10-31,B
2299,4729,229,2023-04-12,A
2300,9676,6046,2023-11-09,B
2301,5766,5203,2023-02-07,B
2302,3715,4657,2023-10-06,B
2303,7153,5626,2023-04-23,B
2304,2385,2486,2023-06-13,B
2305,8704,6806,2023-03-08,B
2306,2125,3096,2023-01-24,B
2307,3805,356,2023-12-09,A
2308,2739,1387,2023-02-07,B
2309,1000,6707,2023-12-03,A
2310,1132,8018,2023-04-22,B
2311,7000,6751,2023-09-13,A
2312,9340,6134,2023-09-17,A
2313,6339,7118,2023-04-27,A
2314,7801,4494,2023-01-26,A
2315,2082,4838,2023-03-08,B
2316,2198,5373,2023-12-13,B
2317,5285,771,2023-03-05,B
2318,4450,9179,2023-09-21,B
2319,8254,5740,2023-08-01,A
2320,520,5199,2023-07-14,B
2321,9590,8213,2023-09-30,B
2322,7237,5717,2023-04-16,B
2323,5421,5481,2023-11-11,B
2324,2900,6704,2023-06-30,A
2325,5447,5295,2023-12-18,A
2326,3439,2896,2023-07-24,A
2327,8170,4450,2023-03-15,B
2328,3514,1529,2023-04-07,A
2329,3358,3985,2022-12-28,B
2330,6966,2916,2023-08-10,B
2331,7212,7109,2023-08-02,B
2332,9385,2254,2023-08-31,B
2333,4691,7033,2023-11-13,A
2334,8558,9686,2023-09-13,A
2335,5329,2486,2023-05-01,A
2336,4479,8105,2023-04-08,A
2337,4405,8617,2022-12-27,A
2338,7891,8952,2023-11-13,B
2339,9613,2342,2023-09-09,B
2340,8044,8225,2023-04-11,A
2341,428,1298,2023-06-15,A
2342,5083,8990,2023-01-02,A
2343,8599,8371,2023-05-15,B
2344,7691,2936,2023-10-25,B
2345,1294,8802,2023-12-18,A
2346,796,1268,2023-07-31,B
2347,7918,1724,2023-06-28,B
2348,1236,8674,2023-01-04,A
2349,2486,5541,2023-12-14,A
2350,2299,7671,2023-10-30,A
2351,6986,2115,2023-01-05,A
2352,9878,4150,2023-11-12,A
2353,2262,1947,2023-09-06,B
2354,5622,1430,2023-12-12,B
2355,4822,2703,2023-01-26,B
2356,8487,1059,2022-12-29,B
2357,394,4039,2023-01-28,A
2358,7632,9362,2023-08-02,A
2359,5709,4071,2023-08-27,A
2360,9942,7933,2022-12-28,B
2361,7431,990,2023-09-17,A
2362,3565,6905,2023-08-05,B
2363,692,8151,2023-02-09,B
2364,8610,6268,2023-06-05,B
2365,7133,9472,2023-05-19,A
2366,9024,976,2023-03-12,B
2367,7165,7467,2023-05-23,B
2368,6495,2064,2023-11-22,B
2369,7368,2921,2023-09-22,A
2370,1137,4505,2023-01-24,A
2371,2905,8377,2023-08-29,A
2372,4060,8161,2023-02-11,B
2373,7303,611,2023-11-11,A
2374,6027,8455,2023-07-22,B
2375,5467,502,2023-05-14,B
2376,6881,7277,2023-05-27,B
2377,7146,5109,2023-07-26,B
2378,3668,2750,2023-09-13,B
2379,9187,9476,2022-12-29,A
2380,3869,7348,2023-06-18,A
2381,2731,2774,2023-05-29,A
2382,3285,6232,2023-11-05,B
2383,5265,2812,2023-02-24,A
2384,9613,9422,2023-02-24,A
2385,594,3728,2023-04-16,A
2386,4923,5318,2023-10-17,A
2387,290,1997,2023-01-24,B
2388,583,4156,2023-01-27,A
2389,6305,3488,2023-02-14,A
2390,5238,9698,2023-09-12,A
2391,5658,3892,2023-09-23,A
2392,6330,9374,2023-03-10,A
2393,2736,9855,2023-11-14,B
2394,5616,790,2023-04-07,A
2395,4443,2760,2023-12-05,A
2396,8964,2593,2023-05-15,A
2397,4671,5625,2023-07-25,A
2398,6060,9263,2023-03-01,A
2399,14,1420,2023-04-09,A
2400,3972,6772,2023-10-13,B
2401,1159,7600,2023-07-10,B
2402,5539,8226,2023-07-11,B
2403,5863,5677,2023-11-24,B
2404,2329,815,2023-04-08,A
2405,3684,9453,2023-05-10,A
2406,4908,6410,2023-03-30,B
2407,5017,2886,2023-01-14,B
2408,3045,516,2023-08-19,B
2409,8057,3247,2023-10-08,A
2410,6730,1892,2023-01-18,A
2411,5568,5812,2023-09-28,A
2412,4603,14,2023-05-08,A
2413,7533,3874,2023-04-19,A
2414,825,7445,2023-07-02,A
2415,2758,9590,2023-01-03,B
2416,9046,6381,2023-07-01,A
2417,9187,1837,2023-10-24,A
2418,8154,2954,2023-12-11,A
2419,2445,4204,2023-08-10,B
2420,8043,2752,2023-01-05,B
2421,561,3136,2023-07-30,A
2422,830,2461,2022-12-29,A
2423,8987,9878,2023-09-25,A
2424,5282,8866,2023-02-16,B
2425,3680,917,2023-08-15,A
2426,4253,6328,2023-02-01,B
2427,483,6138,2023-01-19,B
2428,1187,2593,2023-01-13,B
2429,7939,2006,2023-05-10,B
2430,6643,8041,2023-12-13,B
2431,5396,5250,2023-12-20,A
2432,2619,9409,2023-01-21,B
2433,1035,2012,2023-04-13,B
2434,2788,7750,2023-12-08,B
2435,2267,5275,2023-01-07,A
2436,1503,1380,2023-09-26,B
2437,1842,5804,2023-08-17,A
2438,9845,9026,2023-06-01,A
2439,7652,5601,2023-06-21,B
2440,7061,9977,2023-02-08,A
2441,1818,8332,2023-05-10,B
2442,1553,9663,2023-08-11,B
2443,5448,9393,2023-11-30,A
2444,2749,8979,2023-04-24,B
2445,1581,8987,2023-12-16,A
2446,9400,5013,2023-04-16,B
2447,5854,1399,2023-01-12,A
2448,6476,3521,2023-02-27,A
2449,7047,4288,2023-12-12,B
2450,2295,5555,2023-11-20,B
2451,6281,8030,2023-11-05,A
2452,8263,4008,2023-06-14,A
2453,5343,4060,2023-07-20,B
2454,3048,7726,2023-01-10,A
2455,2718,889,2023-05-07,B
2456,5067,8968,2023-01-05,A
2457,7569,3951,2023-04-09,A
2458,5755,8637,2023-05-20,A
2459,662,2260,2023-01-17,B
2460,956,5444,2023-07-17,B
2461,4070,4073,2023-02-28,B
2462,8293,5811,2023-07-23,A
2463,4671,3039,2023-11-09,B
2464,390,1592,2023-04-19,B
2465,5428,9667,2023-10-09,A
2466,83,6675,2023-08-31,B
2467,8601,6222,2023-06-12,B
2468,3411,3455,2023-04-09,A
2469,3115,1029,2023-05-25,B
2470,2161,3069,2023-02-02,B
2471,8886,9149,2023-01-25,B
2472,2673,9403,2023-01-28,B
2473,6862,3998,2023-01-13,B
2474,6930,9562,2023-04-10,B
2475,1017,5837,2023-05-13,A
2476,7365,7367,2023-07-03,A
2477,3769,4052,2023-01-30,A
2478,6152,2955,2023-05-06,A
2479,4684,5234,2023-10-06,A
2480,8053,5622,2023-07-31,A
2481,2584,4257,2023-08-16,A
2482,3871,4670,2023-10-20,A
2483,8181,6865,2022-12-30,B
2484,2274,6394,2023-06-18,B
2485,7330,6985,2023-09-06,A
2486,9801,7838,2022-12-30,B
2487,7764,2541,2023-01-13,B
2488,8966,6507,2023-05-31,B
2489,6400,6011,2023-11-21,B
2490,8683,4663,2023-04-01,A
2491,9888,2430,2023-09-23,B
2492,8171,5482,2023-09-08,B
2493,1504,3403,2023-09-22,A
2494,3973,2979,2023-09-05,B
2495,778,6067,2023-03-06,A
2496,4970,9468,2023-09-25,A
2497,1450,6003,2023-05-30,A
2498,4625,2150,2023-04-16,B
2499,8971,1099,2023-02-12,B
2500,2335,2824,2023-04-07,B
2501,4182,9591,2023-06-08,B
2502,5098,695,2023-02-27,B
2503,9589,1464,2023-02-13,B
2504,6161,5715,2023-12-19,A
2505,6293,1524,2023-02-07,B
2506,9385,9566,2023-01-03,B
2507,9303,7520,2023-01-03,B
2508,426,4429,2023-11-21,A
2509,2615,9945,2023-10-15,B
2510,2195,2272,2023-07-01,B
2511,996,3782,2023-05-20,B
2512,3565,3023,2023-07-14,A
2513,1874,292,2023-05-23,B
2514,4039,5264,2023-07-22,B
2515,3460,1662,2023-03-08,A
2516,9520,3612,2023-01-10,B
2517,4845,4214,2023-04-28,A
2518,557,2685,2023-10-19,A
2519,8366,9649,2023-08-30,B
2520,4425,1812,2023-05-25,A
2521,57,9840,2023-01-27,B
2522,992,8117,2023-03-20,A
2523,5607,6978,2023-03-03,B
2524,2789,5751,2023-12-08,A
2525,2271,7291,2023-01-05,B
2526,2782,4883,2023-05-15,B
2527,250,4176,2023-12-18,B
2528,215,6712,2023-09-07,A
2529,3416,3785,2023-02-09,A
2530,4077,4324,2023-01-14,A
2531,1642,6329,2023-04-21,A
2532,2828,353,2023-08-25,B
2533,6857,8266,2023-11-25,B
2534,2729,6637,2023-06-23,B
2535,420,6849,2023-09-05,A
2536,2939,1558,2023-01-29,A
2537,4029,9576,2023-05-25,A
2538,3797,8281,2023-12-22,B
2539,6033,4524,2023-07-11,B
2540,1596,884,2023-01-05,B
2541,8601,6510,2023-04-20,A
2542,786,1312,2023-07-22,B
2543,2725,2428,2023-07-31,A
2544,827,6501,2023-12-22,A
2545,2987,3102,2023-04-27,A
2546,7538,7380,2023-07-19,B
2547,3526,9803,2023-02-18,A
2548,8548,4424,2023-04-30,B
2549,6097,3172,2023-03-21,B
2550,8920,9624,2023-11-03,B
2551,5540,3927,2023-09-03,A
2552,7444,7322,2023-07-19,B
2553,4291,3180,2023-09-03,B
2554,8862,7544,2023-11-11,A
2555,1772,9754,2023-08-18,B
2556,9713,4517,2023-08-19,A
2557,8048,9209,2023-10-14,A
2558,3679,2765,2023-09-12,B
2559,9845,2299,2023-10-12,A
2560,8640,4489,2023-04-29,B
2561,6130,3235,2023-03-13,B
2562,2711,5917,2023-10-31,B
2563,3146,7231,2023-04-21,A
2564,9322,923,2023-04-24,A
2565,2455,831,2023-04-19,A
2566,6882,61,2023-01-04,B
2567,1535,3372,2023-10-01,A
2568,8981,1462,2023-12-09,B
2569,6099,8177,2023-09-19,B
2570,4278,6162,2023-03-06,A
2571,3059,1101,2023-05-06,B
2572,2675,8383,2023-08-03,A
2573,9775,6012,2023-11-26,B
2574,5941,2822,2023-05-07,A
2575,5938,811,2023-05-09,B
2576,5200,9637,2023-09-19,A
2577,2365,9749,2023-10-23,B
2578,9994,3010,2023-06-21,B
2579,6337,2760,2023-07-01,B
2580,3969,2843,2023-09-29,A
2581,8080,1402,2023-09-12,B
2582,9895,553,2023-09-01,A
2583,9425,5930,2023-11-02,B
2584,1241,8990,2023-11-08,B
2585,2149,3244,2022-12-31,B
2586,6319,4215,2023-10-06,B
2587,3330,2842,2023-07-21,A
2588,220,3372,2023-05-10,A
2589,5747,6131,2023-08-20,B
2590,3166,9783,2023-01-13,B
2591,388,8760,2023-09-17,B
2592,6595,2271,2023-10-26,A
2593,454,9172,2023-07-11,A
2594,1338,1795,2023-06-25,B
2595,2146,2519,2023-05-12,A
2596,7623,8464,2023-01-12,A
2597,877,8852,2023-10-24,A
2598,3051,494,2023-08-24,B
2599,5511,2280,2023-06-28,B
2600,2888,1946,2023-11-14,B
2601,4233,2707,2023-11-22,B
2602,7756,621,2022-12-28,B
2603,7153,3763,2023-03-29,B
2604,5314,147,2023-07-01,A
2605,3241,5633,2023-02-17,B
2606,1227,200,2023-03-30,B
2607,8016,2097,2023-05-02,B
2608,122,2951,2023-07-15,A
2609,2311,2267,2023-07-15,B
2610,2791,8360,2023-08-19,A
2611,10000,3831,2023-01-22,A
2612,3944,6874,2023-09-21,A
2613,2664,7158,2023-03-13,B
2614,4141,8187,2023-02-15,B
2615,4455,8278,2023-03-05,B
2616,2376,6008,2023-09-07,B
2617,3965,199,2023-01-24,A
2618,7274,1619,2023-05-07,B
2619,3745,9183,2023-07-05,B
2620,5225,8562,2023-04-06,B
2621,8533,2701,2023-03-09,A
2622,3422,2825,2023-08-04,A
2623,2481,9972,2023-09-25,A
2624,3616,1556,2023-04-14,B
2625,9157,5812,2023-10-25,A
2626,7797,7446,2023-08-05,B
2627,2702,2984,2023-04-18,B
2628,5089,130,2023-06-09,B
2629,6451,2698,2023-07-25,A
2630,493,4726,2023-10-05,B
2631,6396,2274,2023-10-04,A
2632,3873,7114,2023-07-31,B
2633,207,5799,2023-02-20,A
2634,7194,2583,2023-11-04,B
2635,543,5991,2023-02-22,A
2636,3349,5745,2023-02-09,B
2637,4741,5237,2023-10-12,A
2638,4598,699,2023-01-02,B
2639,2956,5543,2023-02-03,B
2640,1468,4537,2023-02-23,B
2641,4077,7034,2023-09-06,A
2642,9185,5122,2023-03-04,A
2643,292,6791,2023-09-01,B
2644,5856,4226,2023-08-15,B
2645,4940,9325,2023-10-18,A
2646,9806,5900,2023-12-20,A
2647,3290,8326,2023-10-19,A
2648,3870,7854,2023-03-18,A
2649,704,9310,2023-07-14,A
2650,7952,7002,2023-11-10,A
2651,381,7596,2023-04-17,A
2652,6468,8152,2023-11-03,A
2653,7547,765,2023-11-09,A
2654,4591,2068,2023-04-27,B
2655,3425,7249,2023-05-19,B
2656,2643,8879,2023-04-30,B
2657,9085,8330,2023-07-15,B
2658,1768,7863,2023-07-29,B
2659,303,2112,2023-01-04,A
2660,600,7272,2023-07-09,A
2661,1243,3258,2023-09-20,A
2662,7492,8350,2023-01-18,A
2663,8815,90,2023-07-29,B
2664,6716,4344,2023-10-26,A
2665,9376,2426,2023-07-29,A
2666,1698,262,2023-05-10,A
2667,2856,3374,2023-02-22,A
2668,2029,5983,2023-08-05,A
2669,4443,8662,2022-12-23,A
2670,9635,6427,2023-08-27,B
2671,4667,2719,2023-01-06,B
2672,283,1976,2023-01-27,B
2673,9002,7355,2022-12-31,B
2674,4584,2586,2023-01-22,B
2675,3079,1028,2023-05-21,B
2676,4489,3121,2023-10-06,A
2677,184,6964,2023-07-20,A
2678,9434,5825,2023-11-22,B
2679,756,3843,2023-04-13,A
2680,5130,6072,2023-06-24,B
2681,8275,1462,2023-09-23,B
2682,2680,9323,2023-02-13,A
2683,8792,9248,2022-12-27,A
2684,8319,6845,2023-01-18,B
2685,1172,8480,2023-02-01,B
2686,8187,4034,2023-06-01,B
2687,2920,6746,2023-06-24,A
2688,8179,7039,2023-11-28,A
2689,8888,7920,2023-09-06,A
2690,5777,6133,2023-08-23,B
2691,1399,2148,2023-04-28,B
2692,1767,9993,2023-07-05,A
2693,2690,3441,2023-01-23,B
2694,9369,779,2023-05-25,B
2695,5614,8285,2023-07-08,B
2696,6513,8409,2023-09-22,B
2697,8998,3080,2023-02-19,A
2698,8744,5341,2023-12-05,B
2699,260,2296,2023-11-27,B
2700,881,4623,2023-12-05,B
2701,1046,9752,2023-05-31,B
2702,7398,429,2022-12-24,B
2703,2513,7143,2023-02-27,B
2704,2696,5147,2023-03-18,A
2705,1006,6663,2023-12-12,A
2706,6566,8355,2023-10-08,B
2707,412,6069,2023-01-24,B
2708,9365,4808,2023-05-19,B
2709,8693,7545,2023-10-23,B
2710,3040,8412,2023-09-06,B
2711,8496,4091,2023-06-24,A
2712,7880,1734,2023-06-22,B
2713,4615,3252,2023-09-25,A
2714,4376,4906,2023-11-01,A
2715,7222,9256,2023-07-07,B
2716,2626,7252,2023-02-20,A
2717,5589,7508,2023-11-24,A
2718,4319,7616,2023-06-19,A
2719,8435,3897,2023-07-23,B
2720,3426,9556,2023-03-24,B
2721,1708,2010,2023-06-26,B
2722,8193,5184,2023-11-04,A
2723,1729,5193,2023-11-24,B
2724,9240,1252,2023-02-14,B
2725,9131,8798,2023-04-26,B
2726,3218,6278,2023-10-20,B
2727,4042,656,2023-11-10,A
2728,5514,6187,2023-07-15,A
2729,3808,8852,2023-09-10,B
2730,9528,4825,2023-06-03,A
2731,9513,7885,2023-11-20,A
2732,1212,3736,2023-06-21,A
2733,4906,2509,2023-03-12,A
2734,4505,7736,2023-06-17,A
2735,7633,283,2023-02-15,A
2736,3092,275,2023-10-07,B
2737,2086,1397,2023-11-26,B
2738,5036,6849,2023-01-23,B
2739,8240,5812,2023-07-17,A
2740,8320,8795,2023-01-28,B
2741,6348,5709,2023-01-10,A
2742,3373,5741,2023-02-12,B
2743,2758,6682,2023-06-18,B
2744,2709,6679,2023-06-13,B
2745,5683,9524,2023-12-02,A
2746,9664,5498,2023-02-15,B
2747,4465,4349,2023-02-21,B
2748,8440,6108,2023-06-15,B
2749,3229,2808,2023-07-17,A
2750,3618,8088,2023-01-07,A
2751,9481,6469,2023-08-02,A
2752,8775,3586,2023-10-25,B
2753,1578,6048,2023-06-05,B
2754,396,3830,2023-03-07,B
2755,7712,3600,2023-06-28,A
2756,3023,4543,2023-08-12,A
2757,2022,6336,2023-06-01,B
2758,8489,5244,2023-11-25,B
2759,7853,5203,2023-09-24,B
2760,5942,9729,2023-11-23,A
2761,2001,5337,2023-11-28,B
2762,4941,2510,2023-03-15,A
2763,2399,8641,2023-05-17,A
2764,2557,437,2023-07-11,A
2765,2736,9913,2023-11-03,B
2766,1157,4647,2022-12-31,A
2767,5105,884,2023-01-24,A
2768,7070,6714,2023-09-27,A
2769,1234,1179,2023-10-03,B
2770,572,565,2023-11-12,A
2771,5956,8208,2023-08-29,A
2772,6629,9459,2023-03-27,B
2773,1077,9404,2023-08-06,A
2774,2322,9391,2022-12-23,A
2775,8946,9375,2023-12-21,A
2776,213,4869,2023-08-09,A
2777,8422,392,2023-04-22,A
2778,1361,9938,2023-06-01,B
2779,4345,7019,2023-10-08,B
2780,9989,2246,2023-11-06,B
2781,4059,1590,2023-05-26,A
2782,3089,3207,2023-04-20,A
2783,713,960,2023-09-16,A
2784,4142,9435,2023-07-02,B
2785,2885,8150,2023-10-07,B
2786,3846,1148,2023-07-22,B
2787,5276,3647,2023-09-26,A
2788,8195,7730,2023-07-27,B
2789,3427,5764,2023-02-14,B
2790,1438,953,2023-12-06,B
2791,5587,9775,2023-10-06,A
2792,9806,5346,2023-03-31,A
2793,702,1925,2023-03-23,A
2794,6501,7072,2023-05-23,B
2795,2758,9595,2023-01-02,B
2796,9462,8174,2023-09-23,B
2797,1978,6235,2023-06-14,B
2798,1765,6334,2023-05-04,A
2799,5164,7251,2023-11-25,A
2800,8008,3862,2023-06-13,A
2801,8379,7349,2023-10-25,B
2802,5158,7800,2023-08-16,A
2803,524,9961,2023-02-25,A
2804,1727,4778,2023-02-08,B
2805,9859,1711,2023-01-29,B
2806,1765,9614,2023-09-12,B
2807,6803,8940,2023-07-19,A
2808,277,7498,2023-04-24,A
2809,3967,7471,2023-06-06,A
2810,7946,5142,2023-10-15,A
2811,4027,8352,2023-01-03,A
2812,7617,8096,2023-03-19,A
2813,6349,206,2023-10-11,B
2814,512,4686,2023-10-14,B
2815,1352,540,2023-02-10,A
2816,2028,5366,2023-11-25,B
2817,5881,6537,2023-06-21,B
2818,2877,7579,2023-01-18,A
2819,174,83,2022-12-26,B
2820,6409,4389,2023-09-14,A
2821,3948,8478,2023-12-03,B
2822,4854,2374,2023-03-31,B
2823,5129,7417,2023-10-22,B
2824,6085,1717,2023-12-11,B
2825,1480,7918,2023-06-17,A
2826,4567,6822,2023-12-08,A
2827,6617,8383,2023-10-08,B
2828,9648,2736,2023-07-03,B
2829,3140,9293,2023-04-09,B
2830,5540,5699,2023-10-15,A
2831,5754,1944,2023-09-24,B
2832,4860,4964,2023-12-14,B
2833,817,5160,2023-08-22,A
2834,6265,7537,2023-02-01,A
2835,2544,7190,2023-02-22,A
2836,5145,5665,2023-09-08,B
2837,8555,444,2023-04-27,A
2838,7529,3328,2023-07-28,A
2839,9265,5469,2023-01-08,A
2840,7995,5995,2023-05-18,A
2841,1805,3163,2023-12-08,A
2842,1316,9072,2023-11-01,B
2843,5016,5526,2023-09-19,B
2844,3862,348,2023-12-17,B
2845,8199,1794,2023-07-16,B
2846,9284,6978,2023-04-10,A
2847,170,8076,2022-12-27,B
2848,6021,4724,2023-06-03,A
2849,1409,6195,2023-04-20,B
2850,5501,2061,2023-08-06,A
2851,2683,4964,2023-04-19,B
2852,4485,5548,2023-07-19,A
2853,1022,783,2023-11-21,A
2854,6952,9057,2023-07-14,A
2855,1619,3146,2023-11-21,A
2856,1990,5184,2022-12-24,A
2857,1154,3164,2023-09-27,A
2858,4440,5290,2023-08-30,B
2859,9474,8054,2023-10-16,B
2860,9860,4055,2023-11-27,A
2861,4467,8402,2023-02-11,B
2862,3391,3421,2023-04-14,A
2863,1169,2667,2022-12-29,A
2864,6215,7655,2023-01-05,B
2865,6994,9444,2023-05-09,A
2866,5536,9134,2023-01-26,B
2867,2315,7876,2023-09-25,B
2868,5443,1564,2023-10-29,A
2869,9347,8441,2023-07-23,B
2870,5017,8576,2023-03-12,A
2871,3617,7821,2023-02-24,B
2872,4272,7937,2023-04-16,A
2873,2066,8726,2023-03-26,A
2874,2568,9926,2023-10-13,B
2875,3457,7747,2023-02-20,B
2876,7748,3040,2023-10-12,A
2877,7394,5013,2023-09-08,B
2878,8287,3268,2023-10-30,B
2879,3528,4857,2023-08-09,A
2880,8554,978,2023-01-20,A
2881,8269,1780,2023-07-26,B
2882,3288,1102,2023-05-30,A
2883,7732,3852,2023-05-15,B
2884,5648,1933,2023-09-14,B
2885,825,736,2023-11-09,A
2886,5450,5812,2023-09-15,B
2887,2426,3796,2023-10-21,B
2888,520,1222,2023-07-10,B
2889,1712,1348,2023-10-25,A
2890,5014,3177,2023-11-22,A
2891,892,406,2023-01-15,B
2892,9674,1730,2023-01-05,A
2893,5837,354,2023-07-20,A
2894,8357,1106,2023-12-06,B
2895,3482,494,2023-10-10,B
2896,7133,9740,2023-03-31,B
2897,4520,744,2023-12-17,B
2898,2381,6186,2023-08-06,A
2899,523,1482,2023-05-23,A
2900,6247,6976,2023-05-12,B
2901,419,2793,2023-09-15,B
2902,7676,2901,2023-10-30,B
2903,8914,8568,2023-05-14,A
2904,5643,3849,2023-09-29,A
2905,3259,6168,2023-11-14,B
2906,797,3599,2023-06-01,B
2907,9308,4865,2023-05-03,B
2908,7837,6961,2023-11-05,B
2909,4022,3371,2023-07-01,A
2910,4728,2189,2023-04-20,B
2911,5864,7634,2023-12-02,B
2912,8159,865,2022-12-28,B
2913,3607,8150,2022-12-25,B
2914,6179,5315,2023-03-04,A
2915,7080,2685,2023-10-04,A
2916,7762,224,2023-03-12,B
2917,8937,9225,2023-01-17,B
2918,6522,5933,2023-12-19,A
2919,3123,7565,2023-02-17,B
2920,2603,4227,2023-08-23,A
2921,9720,6786,2023-07-02,A
2922,3082,4981,2023-05-30,A
2923,9742,8679,2023-07-23,A
2924,1565,3378,2023-10-03,A
2925,7615,5555,2023-06-26,B
2926,5086,1509,2023-09-30,B
2927,7635,7482,2023-07-11,A
2928,6827,3932,2023-01-22,A
2929,2927,2361,2023-09-03,B
2930,1044,1157,2023-09-17,B
2931,952,5415,2023-07-21,A
2932,1643,3632,2023-08-27,B
2933,6516,6861,2023-07-02,A
2934,1721,9011,2022-12-27,A
2935,2403,4772,2023-04-24,B
