course_id,course_name,department_id,credits
2456,Course2456,3,4
2457,Course2457,1,3
2458,Course2458,1,4
2459,Course2459,1,3
2460,Course2460,2,3
2461,Course2461,1,4
2462,Course2462,3,4
2463,Course2463,4,3
2464,Course2464,4,3
2465,Course2465,1,3
2466,Course2466,1,4
2467,Course2467,2,3
2468,Course2468,1,3
2469,Course2469,2,4
2470,Course2470,2,2
2471,Course2471,1,3
2472,Course2472,3,2
2473,Course2473,4,4
2474,Course2474,3,4
2475,Course2475,2,4
2476,Course2476,1,4
2477,Course2477,3,3
2478,Course2478,3,4
2479,Course2479,1,2
2480,Course2480,4,3
2481,Course2481,4,4
2482,Course2482,4,2
2483,Course2483,3,2
2484,Course2484,3,4
2485,Course2485,3,2
2486,Course2486,3,4
2487,Course2487,4,2
2488,Course2488,1,2
2489,Course2489,1,3
2490,Course2490,1,4
2491,Course2491,4,3
2492,Course2492,4,3
2493,Course2493,3,4
2494,Course2494,4,3
2495,Course2495,1,4
2496,Course2496,3,4
2497,Course2497,3,4
2498,Course2498,1,3
2499,Course2499,3,2
2500,Course2500,3,4
2501,Course2501,3,4
2502,Course2502,2,3
2503,Course2503,2,2
2504,Course2504,3,3
2505,Course2505,2,4
2506,Course2506,1,4
2507,Course2507,3,3
2508,Course2508,3,2
2509,Course2509,3,2
2510,Course2510,1,2
2511,Course2511,1,4
2512,Course2512,1,3
2513,Course2513,4,4
2514,Course2514,1,4
2515,Course2515,1,4
2516,Course2516,1,3
2517,Course2517,3,3
2518,Course2518,4,3
2519,Course2519,4,4
2520,Course2520,3,3
2521,Course2521,2,2
2522,Course2522,2,2
2523,Course2523,1,4
2524,Course2524,2,4
2525,Course2525,2,4
2526,Course2526,3,2
2527,Course2527,4,4
2528,Course2528,1,4
2529,Course2529,4,3
2530,Course2530,1,4
2531,Course2531,1,4
2532,Course2532,3,2
2533,Course2533,3,4
2534,Course2534,3,4
2535,Course2535,3,4
2536,Course2536,1,4
2537,Course2537,3,2
2538,Course2538,4,4
2539,Course2539,2,4
2540,Course2540,3,3
2541,Course2541,3,2
2542,Course2542,2,3
2543,Course2543,1,3
2544,Course2544,2,4
2545,Course2545,2,4
2546,Course2546,4,3
2547,Course2547,3,3
2548,Course2548,1,3
2549,Course2549,1,3
2550,Course2550,1,2
2551,Course2551,4,2
2552,Course2552,4,2
2553,Course2553,4,4
2554,Course2554,2,4
2555,Course2555,3,2
2556,Course2556,2,4
2557,Course2557,2,2
2558,Course2558,1,2
2559,Course2559,4,3
2560,Course2560,2,3
2561,Course2561,1,2
2562,Course2562,1,4
2563,Course2563,2,3
2564,Course2564,2,4
2565,Course2565,3,2
2566,Course2566,1,2
2567,Course2567,3,3
2568,Course2568,1,2
2569,Course2569,1,4
2570,Course2570,1,3
2571,Course2571,2,2
2572,Course2572,4,4
2573,Course2573,1,3
2574,Course2574,4,4
2575,Course2575,2,2
2576,Course2576,2,4
2577,Course2577,1,4
2578,Course2578,2,2
2579,Course2579,3,4
2580,Course2580,1,2
2581,Course2581,2,3
2582,Course2582,1,4
2583,Course2583,3,2
2584,Course2584,4,4
2585,Course2585,3,4
2586,Course2586,2,2
2587,Course2587,2,2
2588,Course2588,4,3
2589,Course2589,4,3
2590,Course2590,3,4
2591,Course2591,4,4
2592,Course2592,3,3
2593,Course2593,3,3
2594,Course2594,3,4
2595,Course2595,4,3
2596,Course2596,1,4
2597,Course2597,4,3
2598,Course2598,2,2
2599,Course2599,3,4
2600,Course2600,4,2
2601,Course2601,2,3
2602,Course2602,3,2
2603,Course2603,2,3
2604,Course2604,3,3
2605,Course2605,3,2
2606,Course2606,4,4
2607,Course2607,4,3
2608,Course2608,4,3
2609,Course2609,4,4
2610,Course2610,1,2
2611,Course2611,2,2
2612,Course2612,3,3
2613,Course2613,1,4
2614,Course2614,4,4
2615,Course2615,1,4
2616,Course2616,2,3
2617,Course2617,4,4
2618,Course2618,1,4
2619,Course2619,4,3
2620,Course2620,4,4
2621,Course2621,1,4
2622,Course2622,3,4
2623,Course2623,2,2
2624,Course2624,4,2
2625,Course2625,3,4
2626,Course2626,2,4
2627,Course2627,3,4
2628,Course2628,2,2
2629,Course2629,1,4
2630,Course2630,1,2
2631,Course2631,1,4
2632,Course2632,2,3
2633,Course2633,3,4
2634,Course2634,3,4
2635,Course2635,4,2
2636,Course2636,3,4
2637,Course2637,4,4
2638,Course2638,4,4
2639,Course2639,3,2
2640,Course2640,2,3
2641,Course2641,1,3
2642,Course2642,3,2
2643,Course2643,1,2
2644,Course2644,1,4
2645,Course2645,4,4
2646,Course2646,1,4
2647,Course2647,1,3
2648,Course2648,2,4
2649,Course2649,2,2
2650,Course2650,2,4
2651,Course2651,2,3
2652,Course2652,2,2
2653,Course2653,3,2
2654,Course2654,3,2
2655,Course2655,2,2
2656,Course2656,3,4
2657,Course2657,3,4
2658,Course2658,4,4
2659,Course2659,2,2
2660,Course2660,1,4
2661,Course2661,3,4
2662,Course2662,3,4
2663,Course2663,2,2
2664,Course2664,4,3
2665,Course2665,4,4
2666,Course2666,2,3
2667,Course2667,3,3
2668,Course2668,1,3
2669,Course2669,4,4
2670,Course2670,1,3
2671,Course2671,3,2
2672,Course2672,4,4
2673,Course2673,2,3
2674,Course2674,1,2
2675,Course2675,2,2
2676,Course2676,2,3
2677,Course2677,1,3
2678,Course2678,1,2
2679,Course2679,1,3
2680,Course2680,2,3
2681,Course2681,1,3
2682,Course2682,3,3
2683,Course2683,3,4
2684,Course2684,3,4
2685,Course2685,2,4
2686,Course2686,2,4
2687,Course2687,4,2
2688,Course2688,3,4
2689,Course2689,3,3
2690,Course2690,4,4
2691,Course2691,4,4
2692,Course2692,2,4
2693,Course2693,1,3
2694,Course2694,3,3
2695,Course2695,3,3
2696,Course2696,3,3
2697,Course2697,2,4
2698,Course2698,2,2
2699,Course2699,4,2
2700,Course2700,2,3
2701,Course2701,4,3
2702,Course2702,2,4
2703,Course2703,4,3
2704,Course2704,3,4
2705,Course2705,2,3
2706,Course2706,4,4
2707,Course2707,1,2
2708,Course2708,2,3
2709,Course2709,1,3
2710,Course2710,3,3
2711,Course2711,4,2
2712,Course2712,3,2
2713,Course2713,2,3
2714,Course2714,2,2
2715,Course2715,1,4
2716,Course2716,4,4
2717,Course2717,2,2
2718,Course2718,3,4
2719,Course2719,4,2
2720,Course2720,2,2
2721,Course2721,2,3
2722,Course2722,3,4
2723,Course2723,2,2
2724,Course2724,4,2
2725,Course2725,4,4
2726,Course2726,3,2
2727,Course2727,1,4
2728,Course2728,3,2
2729,Course2729,1,3
2730,Course2730,2,4
2731,Course2731,3,4
2732,Course2732,4,2
2733,Course2733,3,3
2734,Course2734,3,2
2735,Course2735,3,3
2736,Course2736,1,3
2737,Course2737,2,4
2738,Course2738,3,2
2739,Course2739,4,2
2740,Course2740,1,2
2741,Course2741,1,4
2742,Course2742,3,2
2743,Course2743,3,4
2744,Course2744,4,3
2745,Course2745,1,2
2746,Course2746,4,4
2747,Course2747,3,2
2748,Course2748,1,2
2749,Course2749,1,3
2750,Course2750,3,2
2751,Course2751,3,2
2752,Course2752,4,4
2753,Course2753,2,3
2754,Course2754,3,2
2755,Course2755,3,3
2756,Course2756,1,2
2757,Course2757,1,3
2758,Course2758,4,4
2759,Course2759,1,4
2760,Course2760,4,2
2761,Course2761,3,2
2762,Course2762,4,2
2763,Course2763,3,4
2764,Course2764,1,3
2765,Course2765,4,2
2766,Course2766,1,4
2767,Course2767,3,3
2768,Course2768,3,2
2769,Course2769,3,3
2770,Course2770,2,3
2771,Course2771,4,4
2772,Course2772,3,3
2773,Course2773,4,4
2774,Course2774,4,4
2775,Course2775,3,4
2776,Course2776,2,4
2777,Course2777,2,3
2778,Course2778,4,3
2779,Course2779,2,3
2780,Course2780,1,2
2781,Course2781,4,4
2782,Course2782,3,4
2783,Course2783,1,2
2784,Course2784,4,2
2785,Course2785,3,3
2786,Course2786,1,4
2787,Course2787,2,2
2788,Course2788,2,4
2789,Course2789,4,2
2790,Course2790,2,4
2791,Course2791,2,3
2792,Course2792,2,3
2793,Course2793,2,3
2794,Course2794,2,4
2795,Course2795,1,3
2796,Course2796,3,2
2797,Course2797,2,2
2798,Course2798,2,4
2799,Course2799,3,3
2800,Course2800,2,2
2801,Course2801,4,4
2802,Course2802,1,4
2803,Course2803,2,2
2804,Course2804,2,2
2805,Course2805,2,2
2806,Course2806,2,2
2807,Course2807,3,4
2808,Course2808,4,2
2809,Course2809,4,3
2810,Course2810,2,4
2811,Course2811,4,4
2812,Course2812,3,4
2813,Course2813,2,4
2814,Course2814,2,3
2815,Course2815,4,2
2816,Course2816,4,4
2817,Course2817,2,3
2818,Course2818,4,4
2819,Course2819,4,3
2820,Course2820,4,2
2821,Course2821,2,3
2822,Course2822,2,3
2823,Course2823,2,3
2824,Course2824,4,3
2825,Course2825,2,3
2826,Course2826,3,4
2827,Course2827,4,4
2828,Course2828,2,4
2829,Course2829,3,4
2830,Course2830,3,3
2831,Course2831,1,2
2832,Course2832,4,3
2833,Course2833,3,3
2834,Course2834,3,4
2835,Course2835,3,2
2836,Course2836,2,4
2837,Course2837,2,2
2838,Course2838,1,4
2839,Course2839,4,3
2840,Course2840,4,4
2841,Course2841,1,2
2842,Course2842,4,2
2843,Course2843,4,4
2844,Course2844,4,4
2845,Course2845,3,3
2846,Course2846,1,3
2847,Course2847,1,2
2848,Course2848,1,2
2849,Course2849,1,4
2850,Course2850,1,4
2851,Course2851,2,4
2852,Course2852,3,2
2853,Course2853,2,3
2854,Course2854,3,3
2855,Course2855,4,4
2856,Course2856,1,3
2857,Course2857,3,2
2858,Course2858,3,2
2859,Course2859,4,4
2860,Course2860,3,3
2861,Course2861,2,4
2862,Course2862,2,4
2863,Course2863,2,4
2864,Course2864,3,4
2865,Course2865,2,4
2866,Course2866,1,4
2867,Course2867,2,2
2868,Course2868,4,2
2869,Course2869,2,2
2870,Course2870,3,3
2871,Course2871,2,4
2872,Course2872,3,3
2873,Course2873,1,2
2874,Course2874,2,3
2875,Course2875,3,3
2876,Course2876,1,2
2877,Course2877,3,4
2878,Course2878,4,4
2879,Course2879,2,2
2880,Course2880,3,4
2881,Course2881,3,2
2882,Course2882,4,2
2883,Course2883,3,4
2884,Course2884,1,3
2885,Course2885,2,2
2886,Course2886,2,4
2887,Course2887,2,3
2888,Course2888,2,4
2889,Course2889,1,3
2890,Course2890,2,3
2891,Course2891,1,4
2892,Course2892,2,3
2893,Course2893,3,3
2894,Course2894,2,3
2895,Course2895,4,3
2896,Course2896,3,4
2897,Course2897,3,3
2898,Course2898,1,3
2899,Course2899,3,4
2900,Course2900,4,2
2901,Course2901,1,3
2902,Course2902,4,4
2903,Course2903,2,4
2904,Course2904,3,3
2905,Course2905,1,3
2906,Course2906,1,4
2907,Course2907,4,3
2908,Course2908,4,2
2909,Course2909,1,3
2910,Course2910,2,2
2911,Course2911,4,2
2912,Course2912,3,3
2913,Course2913,4,3
2914,Course2914,4,2
2915,Course2915,1,2
2916,Course2916,4,4
2917,Course2917,2,2
2918,Course2918,1,3
2919,Course2919,2,2
2920,Course2920,2,3
2921,Course2921,2,4
2922,Course2922,2,2
2923,Course2923,1,2
2924,Course2924,1,3
2925,Course2925,1,4
2926,Course2926,2,2
2927,Course2927,1,2
2928,Course2928,2,4
2929,Course2929,4,4
2930,Course2930,3,2
2931,Course2931,3,3
2932,Course2932,1,4
2933,Course2933,2,2
2934,Course2934,1,2
2935,Course2935,4,2
2936,Course2936,2,4
2937,Course2937,1,2
2938,Course2938,3,3
2939,Course2939,4,2
2940,Course2940,1,2
2941,Course2941,4,2
2942,Course2942,4,2
2943,Course2943,1,4
2944,Course2944,1,4
2945,Course2945,2,4
2946,Course2946,4,3
2947,Course2947,2,4
2948,Course2948,3,3
2949,Course2949,4,4
2950,Course2950,3,2
2951,Course2951,4,2
2952,Course2952,1,2
2953,Course2953,2,2
2954,Course2954,4,2
2955,Course2955,3,3
2956,Course2956,4,4
2957,Course2957,2,4
2958,Course2958,3,2
2959,Course2959,3,2
2960,Course2960,2,2
2961,Course2961,2,4
2962,Course2962,1,2
2963,Course2963,1,4
2964,Course2964,4,2
2965,Course2965,2,3
2966,Course2966,4,3
2967,Course2967,2,3
2968,Course2968,2,4
2969,Course2969,1,2
2970,Course2970,3,4
2971,Course2971,2,4
2972,Course2972,1,3
2973,Course2973,3,4
2974,Course2974,4,3
2975,Course2975,3,4
2976,Course2976,1,3
2977,Course2977,1,4
2978,Course2978,2,3
2979,Course2979,1,4
2980,Course2980,1,2
2981,Course2981,2,4
2982,Course2982,2,3
2983,Course2983,3,2
2984,Course2984,2,4
2985,Course2985,2,2
2986,Course2986,2,4
2987,Course2987,1,3
2988,Course2988,3,3
2989,Course2989,1,4
2990,Course2990,2,4
2991,Course2991,3,3
2992,Course2992,1,2
2993,Course2993,3,3
2994,Course2994,3,2
2995,Course2995,4,2
2996,Course2996,4,3
2997,Course2997,2,3
2998,Course2998,3,4
2999,Course2999,4,3
3000,Course3000,1,3
3001,Course3001,3,2
3002,Course3002,3,3
3003,Course3003,4,4
3004,Course3004,1,2
3005,Course3005,4,3
3006,Course3006,1,4
3007,Course3007,2,4
3008,Course3008,2,3
3009,Course3009,4,3
3010,Course3010,2,4
3011,Course3011,4,3
3012,Course3012,4,2
3013,Course3013,4,3
3014,Course3014,4,2
3015,Course3015,4,2
3016,Course3016,1,3
3017,Course3017,2,2
3018,Course3018,4,3
3019,Course3019,1,2
3020,Course3020,2,2
3021,Course3021,2,2
3022,Course3022,3,2
3023,Course3023,2,2
3024,Course3024,4,2
3025,Course3025,2,3
3026,Course3026,1,2
3027,Course3027,3,3
3028,Course3028,1,3
3029,Course3029,3,4
3030,Course3030,2,3
3031,Course3031,3,4
3032,Course3032,3,3
3033,Course3033,1,3
3034,Course3034,4,4
3035,Course3035,4,2
3036,Course3036,4,3
3037,Course3037,2,4
3038,Course3038,3,4
3039,Course3039,1,4
3040,Course3040,1,3
3041,Course3041,3,2
3042,Course3042,1,4
3043,Course3043,1,4
3044,Course3044,3,2
3045,Course3045,2,2
3046,Course3046,4,3
3047,Course3047,1,3
3048,Course3048,3,2
3049,Course3049,2,3
3050,Course3050,4,3
3051,Course3051,1,2
3052,Course3052,2,4
3053,Course3053,4,2
3054,Course3054,2,3
3055,Course3055,4,3
3056,Course3056,2,2
3057,Course3057,1,4
3058,Course3058,4,2
3059,Course3059,3,3
3060,Course3060,3,3
3061,Course3061,1,3
3062,Course3062,3,2
3063,Course3063,4,2
3064,Course3064,2,4
3065,Course3065,2,2
3066,Course3066,2,3
3067,Course3067,4,3
3068,Course3068,3,3
3069,Course3069,4,2
3070,Course3070,1,3
3071,Course3071,1,4
3072,Course3072,4,4
3073,Course3073,4,4
3074,Course3074,1,4
3075,Course3075,1,3
3076,Course3076,2,3
3077,Course3077,3,4
3078,Course3078,2,4
3079,Course3079,1,2
3080,Course3080,1,4
3081,Course3081,1,3
3082,Course3082,1,4
3083,Course3083,3,4
3084,Course3084,3,3
3085,Course3085,4,2
3086,Course3086,2,2
3087,Course3087,1,2
3088,Course3088,4,4
3089,Course3089,4,4
3090,Course3090,3,3
3091,Course3091,4,2
3092,Course3092,1,3
3093,Course3093,4,3
3094,Course3094,4,4
3095,Course3095,4,3
3096,Course3096,4,4
3097,Course3097,2,2
3098,Course3098,3,2
3099,Course3099,2,4
3100,Course3100,1,4
3101,Course3101,3,2
3102,Course3102,2,2
3103,Course3103,3,2
3104,Course3104,4,3
3105,Course3105,4,2
3106,Course3106,3,3
3107,Course3107,2,4
3108,Course3108,2,3
3109,Course3109,4,3
3110,Course3110,1,2
3111,Course3111,4,2
3112,Course3112,4,3
3113,Course3113,3,3
3114,Course3114,4,2
3115,Course3115,1,3
3116,Course3116,3,2
3117,Course3117,2,4
3118,Course3118,3,2
3119,Course3119,2,4
3120,Course3120,1,4
3121,Course3121,2,4
3122,Course3122,3,3
3123,Course3123,4,3
3124,Course3124,2,3
3125,Course3125,3,4
3126,Course3126,3,3
3127,Course3127,4,2
3128,Course3128,2,2
3129,Course3129,2,4
3130,Course3130,2,4
3131,Course3131,4,2
3132,Course3132,4,2
3133,Course3133,1,3
3134,Course3134,3,2
3135,Course3135,3,3
3136,Course3136,2,4
3137,Course3137,2,3
3138,Course3138,4,4
3139,Course3139,1,3
3140,Course3140,3,4
3141,Course3141,4,3
3142,Course3142,1,3
3143,Course3143,3,4
3144,Course3144,3,2
3145,Course3145,4,3
3146,Course3146,1,2
3147,Course3147,1,3
3148,Course3148,3,3
3149,Course3149,1,2
3150,Course3150,1,4
3151,Course3151,4,4
3152,Course3152,2,3
3153,Course3153,3,3
3154,Course3154,1,2
3155,Course3155,3,4
3156,Course3156,3,3
3157,Course3157,2,4
3158,Course3158,2,2
3159,Course3159,2,3
3160,Course3160,4,4
3161,Course3161,4,2
3162,Course3162,2,3
3163,Course3163,1,3
3164,Course3164,3,3
3165,Course3165,1,4
3166,Course3166,2,3
3167,Course3167,3,2
3168,Course3168,3,4
3169,Course3169,2,2
3170,Course3170,3,4
3171,Course3171,2,2
3172,Course3172,3,4
3173,Course3173,1,4
3174,Course3174,1,3
3175,Course3175,2,4
3176,Course3176,4,4
3177,Course3177,3,2
3178,Course3178,4,2
3179,Course3179,2,2
3180,Course3180,1,3
3181,Course3181,3,3
3182,Course3182,4,4
3183,Course3183,1,4
3184,Course3184,2,4
3185,Course3185,2,3
3186,Course3186,4,2
3187,Course3187,1,3
3188,Course3188,2,3
3189,Course3189,4,3
3190,Course3190,1,3
3191,Course3191,4,2
3192,Course3192,3,3
3193,Course3193,4,3
3194,Course3194,1,2
3195,Course3195,3,4
3196,Course3196,3,2
3197,Course3197,2,2
3198,Course3198,1,3
3199,Course3199,3,4
3200,Course3200,4,4
3201,Course3201,1,3
3202,Course3202,2,4
3203,Course3203,2,4
3204,Course3204,4,3
3205,Course3205,2,4
3206,Course3206,2,3
3207,Course3207,3,4
3208,Course3208,4,2
3209,Course3209,3,4
3210,Course3210,3,4
3211,Course3211,4,3
3212,Course3212,2,3
3213,Course3213,4,3
3214,Course3214,1,3
3215,Course3215,3,2
3216,Course3216,1,4
3217,Course3217,4,2
3218,Course3218,2,2
3219,Course3219,1,4
3220,Course3220,2,2
3221,Course3221,3,2
3222,Course3222,2,3
3223,Course3223,3,4
3224,Course3224,4,3
3225,Course3225,4,2
3226,Course3226,3,3
3227,Course3227,3,4
3228,Course3228,2,2
3229,Course3229,2,4
3230,Course3230,2,2
3231,Course3231,3,2
3232,Course3232,3,2
3233,Course3233,3,2
3234,Course3234,2,2
3235,Course3235,2,2
3236,Course3236,4,4
3237,Course3237,1,3
3238,Course3238,3,4
3239,Course3239,2,2
3240,Course3240,1,3
3241,Course3241,2,3
3242,Course3242,3,4
3243,Course3243,4,2
3244,Course3244,4,2
3245,Course3245,2,4
3246,Course3246,1,3
3247,Course3247,2,3
3248,Course3248,1,4
3249,Course3249,3,4
3250,Course3250,4,3
3251,Course3251,2,4
3252,Course3252,1,3
3253,Course3253,2,4
3254,Course3254,2,2
3255,Course3255,1,4
3256,Course3256,3,2
3257,Course3257,1,4
3258,Course3258,2,3
3259,Course3259,1,4
3260,Course3260,4,4
3261,Course3261,3,3
3262,Course3262,1,4
3263,Course3263,3,3
3264,Course3264,1,2
3265,Course3265,2,4
3266,Course3266,2,4
3267,Course3267,3,2
3268,Course3268,4,2
3269,Course3269,1,2
3270,Course3270,1,3
3271,Course3271,4,4
3272,Course3272,3,4
3273,Course3273,1,2
3274,Course3274,1,2
3275,Course3275,1,4
3276,Course3276,4,2
3277,Course3277,4,4
3278,Course3278,3,4
3279,Course3279,1,4
3280,Course3280,1,2
3281,Course3281,2,4
3282,Course3282,1,4
3283,Course3283,4,2
3284,Course3284,3,4
3285,Course3285,4,3
3286,Course3286,1,3
3287,Course3287,3,4
3288,Course3288,2,4
3289,Course3289,4,4
3290,Course3290,2,4
3291,Course3291,4,3
3292,Course3292,4,4
3293,Course3293,4,3
3294,Course3294,3,2
3295,Course3295,2,4
3296,Course3296,2,3
3297,Course3297,3,3
3298,Course3298,1,3
3299,Course3299,4,4
3300,Course3300,4,3
3301,Course3301,1,4
3302,Course3302,3,3
3303,Course3303,3,4
3304,Course3304,1,4
3305,Course3305,4,3
3306,Course3306,4,4
3307,Course3307,1,3
3308,Course3308,3,3
3309,Course3309,3,3
3310,Course3310,4,2
3311,Course3311,3,2
3312,Course3312,4,3
3313,Course3313,1,4
3314,Course3314,1,3
3315,Course3315,3,3
3316,Course3316,2,3
3317,Course3317,1,3
3318,Course3318,4,4
3319,Course3319,4,3
3320,Course3320,1,2
3321,Course3321,4,2
3322,Course3322,3,3
3323,Course3323,4,3
3324,Course3324,2,4
3325,Course3325,3,3
3326,Course3326,1,3
3327,Course3327,4,3
3328,Course3328,4,4
3329,Course3329,1,2
3330,Course3330,2,2
3331,Course3331,1,2
3332,Course3332,1,3
3333,Course3333,1,2
3334,Course3334,3,2
3335,Course3335,3,2
3336,Course3336,2,3
3337,Course3337,3,4
3338,Course3338,2,3
3339,Course3339,1,3
3340,Course3340,1,3
3341,Course3341,2,2
3342,Course3342,3,3
3343,Course3343,3,2
3344,Course3344,1,3
3345,Course3345,2,3
3346,Course3346,3,4
3347,Course3347,1,3
3348,Course3348,2,4
3349,Course3349,4,4
3350,Course3350,4,3
3351,Course3351,2,4
3352,Course3352,3,2
3353,Course3353,2,4
3354,Course3354,2,4
3355,Course3355,3,3
3356,Course3356,1,3
3357,Course3357,1,3
3358,Course3358,1,4
3359,Course3359,4,4
3360,Course3360,4,4
3361,Course3361,1,4
3362,Course3362,2,2
3363,Course3363,2,3
3364,Course3364,2,2
3365,Course3365,2,4
3366,Course3366,3,2
3367,Course3367,2,3
3368,Course3368,1,3
3369,Course3369,1,3
3370,Course3370,4,4
3371,Course3371,1,3
3372,Course3372,3,4
3373,Course3373,4,3
3374,Course3374,4,3
3375,Course3375,2,2
3376,Course3376,1,4
3377,Course3377,1,4
3378,Course3378,2,3
3379,Course3379,2,4
3380,Course3380,4,2
3381,Course3381,4,2
3382,Course3382,1,4
3383,Course3383,3,4
3384,Course3384,2,3
3385,Course3385,2,4
3386,Course3386,2,4
3387,Course3387,1,2
3388,Course3388,1,4
3389,Course3389,2,3
3390,Course3390,3,3
3391,Course3391,4,4
3392,Course3392,1,4
3393,Course3393,2,3
3394,Course3394,2,2
3395,Course3395,3,3
3396,Course3396,2,3
3397,Course3397,1,3
3398,Course3398,3,4
3399,Course3399,3,3
3400,Course3400,4,4
3401,Course3401,2,4
3402,Course3402,1,3
3403,Course3403,4,4
3404,Course3404,3,4
3405,Course3405,2,4
3406,Course3406,1,3
3407,Course3407,1,3
3408,Course3408,3,2
3409,Course3409,1,4
3410,Course3410,4,4
3411,Course3411,1,2
3412,Course3412,2,2
3413,Course3413,1,3
3414,Course3414,4,4
3415,Course3415,4,2
3416,Course3416,4,4
3417,Course3417,4,2
3418,Course3418,4,3
3419,Course3419,2,3
3420,Course3420,4,3
3421,Course3421,1,3
3422,Course3422,2,2
3423,Course3423,1,4
3424,Course3424,3,4
3425,Course3425,1,3
3426,Course3426,1,2
3427,Course3427,4,4
3428,Course3428,2,4
3429,Course3429,3,4
3430,Course3430,1,3
3431,Course3431,3,3
3432,Course3432,3,3
3433,Course3433,3,3
3434,Course3434,4,2
3435,Course3435,3,2
3436,Course3436,2,2
3437,Course3437,4,3
3438,Course3438,4,4
3439,Course3439,2,2
3440,Course3440,4,3
3441,Course3441,3,3
3442,Course3442,3,4
3443,Course3443,4,3
3444,Course3444,1,3
3445,Course3445,4,4
3446,Course3446,4,4
3447,Course3447,4,2
3448,Course3448,4,4
3449,Course3449,1,4
3450,Course3450,4,2
3451,Course3451,1,2
3452,Course3452,4,2
3453,Course3453,3,3
3454,Course3454,3,4
3455,Course3455,4,4
3456,Course3456,1,3
3457,Course3457,4,4
3458,Course3458,3,3
3459,Course3459,2,4
3460,Course3460,3,3
3461,Course3461,2,3
3462,Course3462,2,3
3463,Course3463,4,3
3464,Course3464,3,2
3465,Course3465,2,4
3466,Course3466,3,2
3467,Course3467,4,3
3468,Course3468,2,3
3469,Course3469,1,2
3470,Course3470,1,4
3471,Course3471,3,4
3472,Course3472,3,4
3473,Course3473,2,4
3474,Course3474,2,4
3475,Course3475,2,4
3476,Course3476,3,2
3477,Course3477,4,4
3478,Course3478,4,2
3479,Course3479,1,3
3480,Course3480,3,4
3481,Course3481,1,4
3482,Course3482,1,2
3483,Course3483,3,3
3484,Course3484,3,4
3485,Course3485,1,4
3486,Course3486,2,2
3487,Course3487,3,2
3488,Course3488,4,4
3489,Course3489,2,3
3490,Course3490,3,4
3491,Course3491,3,2
3492,Course3492,3,2
3493,Course3493,1,2
3494,Course3494,4,3
3495,Course3495,1,3
3496,Course3496,4,3
3497,Course3497,1,4
3498,Course3498,2,3
3499,Course3499,2,4
3500,Course3500,1,3
3501,Course3501,2,4
3502,Course3502,3,2
3503,Course3503,2,3
3504,Course3504,2,4
3505,Course3505,4,2
3506,Course3506,2,2
3507,Course3507,1,2
3508,Course3508,1,4
3509,Course3509,2,2
3510,Course3510,3,3
3511,Course3511,3,4
3512,Course3512,1,3
3513,Course3513,4,4
3514,Course3514,2,4
3515,Course3515,3,2
3516,Course3516,3,4
3517,Course3517,3,2
3518,Course3518,4,2
3519,Course3519,3,4
3520,Course3520,4,4
3521,Course3521,4,2
3522,Course3522,4,3
3523,Course3523,2,3
3524,Course3524,3,2
3525,Course3525,3,4
3526,Course3526,4,3
3527,Course3527,3,4
3528,Course3528,3,2
3529,Course3529,3,4
3530,Course3530,1,4
3531,Course3531,3,3
3532,Course3532,2,4
3533,Course3533,2,3
3534,Course3534,4,2
3535,Course3535,1,2
3536,Course3536,2,4
3537,Course3537,2,4
3538,Course3538,3,3
3539,Course3539,3,4
3540,Course3540,2,2
3541,Course3541,3,2
3542,Course3542,3,4
3543,Course3543,4,4
3544,Course3544,1,4
3545,Course3545,2,3
3546,Course3546,4,3
3547,Course3547,3,4
3548,Course3548,4,2
3549,Course3549,2,2
3550,Course3550,4,4
3551,Course3551,3,3
3552,Course3552,2,2
3553,Course3553,3,3
3554,Course3554,1,4
3555,Course3555,4,4
3556,Course3556,2,4
3557,Course3557,2,2
3558,Course3558,3,3
3559,Course3559,2,3
3560,Course3560,1,4
3561,Course3561,4,4
3562,Course3562,4,4
3563,Course3563,1,4
3564,Course3564,2,4
3565,Course3565,1,4
3566,Course3566,3,2
3567,Course3567,4,3
3568,Course3568,2,4
3569,Course3569,3,2
3570,Course3570,1,3
3571,Course3571,4,2
3572,Course3572,3,2
3573,Course3573,1,3
3574,Course3574,4,4
3575,Course3575,3,2
3576,Course3576,4,2
3577,Course3577,3,2
3578,Course3578,2,4
3579,Course3579,3,3
3580,Course3580,3,3
3581,Course3581,1,2
3582,Course3582,4,2
3583,Course3583,2,2
3584,Course3584,1,2
3585,Course3585,4,3
3586,Course3586,1,2
3587,Course3587,4,3
3588,Course3588,3,4
3589,Course3589,1,3
3590,Course3590,4,2
3591,Course3591,1,4
3592,Course3592,1,2
3593,Course3593,3,3
3594,Course3594,2,4
3595,Course3595,3,3
3596,Course3596,4,4
3597,Course3597,3,3
3598,Course3598,2,3
3599,Course3599,3,2
3600,Course3600,4,3
3601,Course3601,2,3
3602,Course3602,4,3
3603,Course3603,4,4
3604,Course3604,1,4
3605,Course3605,3,4
3606,Course3606,2,3
3607,Course3607,1,4
3608,Course3608,1,2
3609,Course3609,4,3
3610,Course3610,4,4
3611,Course3611,3,4
3612,Course3612,1,4
3613,Course3613,3,4
3614,Course3614,1,4
3615,Course3615,4,3
3616,Course3616,3,4
3617,Course3617,1,3
3618,Course3618,3,4
3619,Course3619,3,3
3620,Course3620,1,4
